Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
26.5,41.1,77.6,93,16.2,11.9,0.94,0.1,280,Good
19,55,37.2,54.2,30.1,32.1,0.35,0.2,303,Moderate
28.9,42.6,3.1,15.5,27.4,13.3,1.31,4,285,Poor
25.1,60.5,3.1,17.7,16.7,6.1,0.24,8.2,326,Poor
27.3,71.8,24.4,31.7,16.8,27,0.69,6.3,291,Moderate
24.3,49.6,97.9,112.5,23.4,16.2,0.45,5.3,286,Moderate
28.6,43.7,57.7,64.1,19.1,9.8,1.44,0.3,301,Good
27,69.6,15.4,25.9,50.9,20,1.05,2.5,276,Moderate
20.5,79.8,75.4,85.9,21.8,12.8,0.57,5.5,273,Good
23.1,36.5,117.5,124.3,17.2,16,0.74,19.1,331,Poor
15.5,75.8,71.2,83.3,30.4,16.8,1.01,2,286,Good
11.3,91.5,8.5,20.3,7.8,17.9,1.18,5,327,Good
28.6,58.4,7.8,24.2,30.7,17,0.93,0.6,291,Good
30.6,57.6,17.7,32.4,36,38.4,0.74,5.6,293,Good
15.4,51.4,66.3,70.6,20.1,8.1,1.46,4,300,Poor
29.5,63.1,22.9,36.6,21.2,15,0.83,1.7,291,Good
19.2,86.4,22.4,36.3,6.3,0.3,1.41,18.7,282,Hazardous
24.6,92.8,25.5,32.3,12.7,19,1.16,7.4,299,Moderate
18.8,89.6,59.1,62.4,18.4,9.9,0.56,1.1,294,Good
18.8,59.7,31.9,48,-2.8,15.7,0.67,0.7,290,Moderate
28,68.1,69.3,83.5,33.7,16,1.08,5.7,285,Moderate
20.4,71.9,0.7,20.9,49.3,8.9,0.68,6.8,289,Good
30.6,43.8,22,35.2,10,14.7,0.72,0.4,306,Moderate
27.6,95.6,1.5,17.2,25,3.2,0.83,2.2,330,Poor
29.8,63.4,109.4,122.6,32.3,2.4,0.48,1.5,307,Good
36.1,48.1,20.6,31.1,8.2,16.7,1.07,5.3,322,Hazardous
26.7,60.7,8.8,21.1,23.7,21,1.35,11.7,297,Good
29.2,69.8,10.6,30.6,8.4,8.6,0.77,0.4,281,Good
31.1,50.9,35.2,48.5,23.8,18.2,0.99,2.2,305,Poor
31.1,58.5,1.7,9.2,28.5,19.9,0.9,5,288,Moderate
24.8,42.1,2.7,18.2,44.4,24.5,0.61,8.6,291,Poor
29.7,79.1,46.4,48.6,32.2,0,0.62,6.1,318,Good
34.5,49,5.3,17,22.3,22.9,0.94,2.9,302,Poor
29.3,79,2,11,3.7,22.9,1.24,2.4,287,Good
22.9,48.7,6.9,25.4,20.3,18.8,0.47,4.5,299,Hazardous
38.3,61.3,4.9,17.7,7.2,13.4,0.84,2,312,Moderate
23.2,91.2,32.4,46.6,18.9,23,0.66,0.5,294,Good
30.6,26.6,105.5,116.5,10.8,8.8,0.8,7,307,Good
23.8,81.7,81.1,93.1,31.6,13.5,1.25,4.7,263,Moderate
30.9,78.5,26.5,39.6,20.3,24.7,0.58,9,313,Moderate
19.9,57.6,56.5,57.1,10.1,12.9,0.73,1.7,302,Good
26.8,44.5,45.9,45.1,21.7,22.9,0.93,0,306,Poor
24.9,59,1.4,10.6,16.5,21.7,0.53,6.1,324,Moderate
31.5,52.9,36.7,53.7,13.7,12.5,0.86,2.1,315,Poor
30.9,31.8,30.3,40.7,1.6,18.6,1.19,3.9,322,Poor
24,67.3,7.6,15.6,27,8.7,0.95,18,285,Hazardous
21.6,72.6,46.8,60.8,38.8,0,0.79,5.7,295,Poor
25.3,67.8,3.3,9.7,15.7,32.9,1.03,39.7,289,Good
24.9,79.7,3.5,14,28,0,0.43,2.1,287,Poor
25.9,56.8,5.3,11.2,26.8,8.6,0.75,7,338,Moderate
34.1,70.3,12.7,27.4,22.6,15.7,0.95,3,292,Poor
24.1,71.6,25.6,35.3,18.2,18.2,0.44,0,303,Moderate
16,51.1,0,0.7,10.8,6.9,0.52,7.9,335,Hazardous
28.9,57.2,93.8,98.4,36.5,13.5,1.09,3.9,284,Moderate
22.9,66.7,11.3,25,20.6,5.3,0.4,4.7,274,Good
26.9,81.9,11.9,34.6,27.9,10.7,0.64,3.1,286,Poor
23.6,36.5,1.5,13.9,31.2,12.4,1.47,0.1,301,Moderate
23.2,75.4,4.1,20.3,31.8,13.1,0.77,3.1,307,Poor
22.8,68.6,24.7,40,18.4,6.6,0.98,3.7,292,Hazardous
21.5,48,59.9,64.7,25.2,33.9,1.34,1.9,315,Moderate
18.8,68.1,2.4,9.8,24.6,15.4,0.95,9.4,272,Poor
21.6,54.2,22.9,22.1,10.4,13.8,0.79,11.3,270,Good
24.5,67.4,6.6,11.1,21.4,16.1,1.27,1.9,306,Moderate
22.4,61,57.8,62.8,27.4,4.6,0.57,13.9,309,Moderate
7.5,59.1,15.9,27.8,15.4,24.6,0.64,1.2,306,Good
25.9,71.6,11,21.7,24,0,1.22,2.7,288,Poor
29,70.2,1.8,10.8,-1.3,10.5,0.62,5,311,Poor
25,51.7,72.2,84.1,18.6,23.1,0.61,0.5,320,Hazardous
16,43.9,6.2,14.2,19.9,31.6,0.46,1.6,291,Good
22.1,58.2,2,7.6,36.3,17.6,0.8,12.2,319,Moderate
39.5,67.8,12.1,20.3,22.2,12.4,1.26,2.4,298,Moderate
24.1,63.7,3.4,14.1,27.9,0.3,0.88,8.5,328,Good
23.4,52.2,24.5,38.2,28.7,13.3,0.72,0.4,327,Good
21.4,42.2,4.8,18,33,10.1,0.53,2.1,300,Good
25.6,40.6,6.5,32.8,9.3,22.4,0.84,1.4,281,Poor
27.3,54,13.6,23.1,12.5,3.3,0.64,0.4,303,Hazardous
25,43.4,40.8,56.4,29.3,4.9,0.43,3.3,309,Good
30.9,47.9,17.9,22.4,19.9,16,0.49,7.9,315,Good
26.5,71.9,9.7,23.5,20.2,31.6,1.34,1.7,314,Moderate
18.3,51,3.6,16.1,20.7,18,1.3,5.8,291,Good
18.5,71.4,51.2,54.1,8.7,7.9,0.43,4.7,294,Poor
22.1,48.3,21.4,18.6,20.6,6.7,1.03,0.3,307,Moderate
20.7,63.6,8.1,13.9,18.7,18.7,0.98,1.9,296,Good
16.5,92.4,17.5,28.2,11.6,25.1,0.88,1,298,Hazardous
27.8,45.7,12.3,14.7,31.2,14.4,1.27,0.3,320,Hazardous
22.7,15.5,11.9,20.4,20.8,8.3,0.52,3.2,333,Good
26.7,79.6,5.1,20.3,26,8.4,1.77,1.4,334,Good
29.5,30.4,26.4,31.5,15.1,19.4,1.26,0.4,295,Poor
22.8,70.4,1.9,16,13.9,12.8,1.11,3,284,Moderate
16,86.6,1.1,5.8,42.5,27.8,0.79,1,309,Poor
20.4,95.4,5.7,17.3,10.8,0,0.91,5.2,295,Moderate
21.2,68.6,17.1,28.6,33.4,15.2,0.76,20.4,301,Hazardous
17.4,62.6,11.8,21,7.5,16.1,0.23,3.7,321,Poor
26.5,61.4,0.1,12.8,15.7,38.2,0.62,0.2,290,Good
21.5,65,33.7,44.8,3.2,0,0.91,0.6,285,Good
28.5,56.8,53.5,62.2,9.5,6,1.01,6.2,307,Good
39.5,56.5,26.4,34.3,-1.5,30.1,0.93,2.4,308,Good
23.2,58.5,27.1,37.4,27.6,12.9,0.9,0.4,298,Poor
23.5,46.7,41.7,50.6,12.9,8.9,0.61,1.3,317,Good
26.9,69.4,5.6,20.7,9.4,19.9,0.95,5.5,288,Moderate
16.6,81.8,31.1,35.8,17.5,11,1.31,0.3,292,Poor
31.2,73.2,1.9,7.6,30.4,17.5,0.29,9.4,321,Moderate
27.2,62.7,1.8,22.7,16,4.7,1.08,2,311,Poor
24.4,63.1,18.9,25.5,33.1,0,1.04,6.6,293,Good
24.1,65.5,59.6,64.1,27.2,15.8,0.9,3.7,336,Good
30.9,25.7,2.5,17.1,29.4,14.1,1.03,2.6,295,Poor
22,57.8,9.2,22.7,21.6,18.2,1.5,4.9,306,Good
23.2,62.8,33.4,34.4,14,7.9,1.5,0.7,282,Good
29.4,61.5,11.8,27.4,17.3,12.5,0.97,5.2,283,Moderate
30.2,43.9,3.1,19,13.2,11.8,1.32,1,321,Good
22.3,58,50.9,51.7,8.6,7.6,0.62,9,280,Good
21.5,80.8,28.3,44.4,24.8,19.2,0.67,1.8,323,Hazardous
29.9,62.8,46.2,47.8,34,7,0.92,0.5,302,Good
21.4,75.4,7.8,16.9,31.8,38.9,0.71,9.3,300,Poor
29.4,64.1,90.9,103.9,28.7,19.1,0.71,21.3,306,Good
22.5,28.7,45.9,62.9,6.1,20.5,0.95,1.7,293,Moderate
23,67.3,28.1,33,4.2,5.1,0.84,18.3,307,Moderate
25.8,65.4,49.4,63.4,5.1,17.8,1.11,1.5,286,Good
29.1,56,13.4,25.9,22,4.8,1.15,8.6,259,Good
28.9,74,16.6,26.9,16.1,14.7,0.78,1.3,298,Poor
25.4,53.3,0.8,18.7,15.9,0,0.97,4.2,302,Good
28.3,45.6,11.6,22.6,11.5,8.3,0.93,5.6,307,Good
32.7,51.9,17.9,22.7,37.3,8.1,1.04,1.9,309,Good
44.1,65.9,33.4,44.1,6,24.7,0.44,0.2,312,Good
19.9,49.6,14.1,21.3,8.9,18.9,0.72,3.4,305,Good
33.9,69.8,24.6,36.3,27,6.2,1.47,3.8,300,Moderate
24,61.3,17.3,27.6,18.4,11.5,0.96,0.2,286,Poor
26.4,69.8,1.9,17.5,21.2,13.5,0.43,2.1,283,Good
25.8,60.8,32.4,43.4,21.7,16.1,0.6,1,289,Moderate
25.2,91.9,99.2,113.9,36.7,27.6,0.99,1.3,264,Moderate
26.7,52.4,3.1,6.2,56.7,22.9,0.86,5.7,335,Good
23.9,62.2,10.3,22.5,4.3,18.8,1.1,6,309,Moderate
26.7,84.6,19.2,33.7,23.8,9.2,0.48,14.6,320,Hazardous
16.1,60,2.4,14.2,45.8,14,1.19,0.9,304,Moderate
26.4,80,2.6,13.3,16,29.8,0.73,5,276,Hazardous
21.8,56.1,30.9,45.9,13.5,2.8,0.83,3.5,285,Moderate
20.6,48,23.4,35.6,5.6,12.7,0.84,1.6,333,Poor
31.3,51.8,56.2,62.9,15.7,15.6,0.85,2.4,280,Poor
20.9,39.4,42.7,50.9,24,13,1.09,2.1,301,Poor
23.1,66.9,3.3,12.7,24,7,1.06,15.8,289,Moderate
19.6,45.4,35,50.4,28.3,7.9,0.72,0.3,287,Good
26.8,56.6,52.8,67.7,20,14.8,0.28,4.2,319,Good
24.6,67.5,8.8,26.5,23.6,18.3,0.77,1.8,335,Poor
28.1,75.6,8.8,14,10.3,15.3,1.39,2.1,287,Good
23.1,88,2.6,4.4,1.4,7.5,0.46,1.2,276,Moderate
37.3,61.5,22,32.1,16.4,24.2,0.96,15.9,297,Moderate
27.9,42.5,48.2,56.5,20.3,1.4,1.17,0.3,308,Good
23.1,90.5,23.3,35.3,18.3,4.6,1.18,4.7,316,Moderate
27.7,63.8,45.1,55.8,19.8,15,1.16,5.3,286,Moderate
29.2,66.1,47.8,54,21.2,8.1,1.3,2.3,293,Good
38.6,83,25.1,32.4,10.6,19.9,1.02,0.1,280,Moderate
26.8,83.9,0.6,6.6,22.7,0,0.77,2.5,297,Good
31.4,62.5,9.9,15.4,21.1,12.6,2.14,22.1,283,Good
21.1,45.1,11.7,27,15,14.5,0.67,2.5,281,Hazardous
31.9,71.9,2.9,14.7,33.3,21.2,1.69,16.2,295,Good
25.2,64.4,5.4,20.3,16.7,0,1.26,0,317,Moderate
21.7,72.8,90.3,104.4,27.5,12,1.42,3,323,Moderate
30.7,38.2,18.2,33.4,17.4,22.1,1.23,2.3,342,Moderate
30.5,58,56.5,72.4,14.5,19.4,1.26,3.5,322,Good
27.4,56,1.5,8.7,12.8,9.4,1.3,16.3,284,Good
23.4,61.4,3.1,10.8,16.7,7.9,0.84,0.8,323,Moderate
18.1,53.5,63.1,84,17.1,14.6,0.99,0.2,286,Good
25,57.6,4.6,19.3,10,13.8,0.94,1.5,298,Good
26.2,64.6,8,16.9,18.5,13.8,1.48,4,309,Hazardous
28.3,70.4,16.9,29.6,13.1,10.9,0.76,18.5,276,Moderate
23.8,43.8,24.5,33.7,16.8,33,0.87,0.3,282,Moderate
29.8,53.6,41.5,58.8,31.7,9.9,1.15,0,296,Hazardous
21.4,34.3,50.9,61.9,20.2,12.5,0.82,1.7,310,Good
26,45.1,34.7,34.2,28.2,20,0.96,2.5,311,Poor
24.3,67.4,49.7,45.5,18.9,14.9,1.16,1.4,300,Moderate
23,57.2,3.6,13.1,16.8,25.1,0.87,4.9,303,Moderate
20.1,40.6,52.7,65.3,13.3,8,0.73,0.2,299,Hazardous
26.8,78.9,18.1,32.4,42.8,14.7,1.08,0.3,312,Hazardous
9.2,68.6,14.3,29,16.2,23.7,0.98,5.9,284,Moderate
24,62.2,4.7,9.5,12.2,24.3,1.23,7.2,291,Hazardous
25.5,48.2,38.9,42.7,27.5,32.5,0.58,0.1,308,Good
25.2,42.6,27.8,37.9,10.2,8.8,1.51,0.8,308,Good
30.4,63.6,77,84.5,35.1,19.9,0.54,0.7,296,Good
23.8,44.3,8.2,19.3,22.8,22.7,0.81,27.8,312,Good
22.7,43.7,39.3,49.3,16.2,20.8,0.73,0.5,315,Good
24.9,73.8,17.7,29.6,23.5,20.6,0.88,9,319,Moderate
18.5,30.2,67.8,82.6,20.4,9.5,1.31,1.4,300,Good
24.4,60.5,88.1,103.4,5.4,16.5,0.62,5.9,302,Good
26.6,85.1,0.8,13.9,27,15.6,0.89,6.2,324,Poor
28.5,69.1,9.7,18.6,-3.1,15.8,0.53,17.9,309,Good
25.3,51.5,54,68.2,14.3,17.3,1.11,5,325,Poor
20.6,58.2,16.3,24.5,46.6,20.9,1.09,1,293,Good
27.5,77.6,21.3,27,22.5,12.9,0.64,3.3,284,Moderate
22.1,37.5,3.1,10.2,1.9,22.3,0.94,10.4,304,Poor
25.5,30.2,5.6,12.4,21.2,25.1,1.5,0.6,314,Moderate
24.2,67.8,108.7,118.9,16,17.8,0.84,8.6,277,Moderate
24.5,55.3,49.9,61.9,13.7,22.4,0.85,0.7,296,Good
33.1,56.2,93.6,104.5,9.6,17,0.79,3.4,270,Poor
32.3,56.7,35.6,45,11.6,11.6,0.65,3.9,301,Good
40.7,53.4,0.2,11.4,18.6,12.7,0.92,2.4,307,Good
16.8,32.8,0.1,9.1,8.3,2.6,0.73,2.1,278,Good
39.3,75.2,59.7,66.5,24.1,31.7,0.63,4.8,294,Hazardous
25.1,54.3,85.6,100.1,30.9,9.6,1.09,9.2,290,Hazardous
21.8,60.1,113.9,128.7,28.5,28.7,1.09,22.9,316,Moderate
24.4,70.7,12.2,21.2,31.3,4.5,0.65,11.6,321,Hazardous
24,54.6,81.1,89.1,20.2,9.8,1,7.6,344,Moderate
29.9,26.6,52.9,64.3,3.8,0,0.93,8.5,291,Good
32.1,46.7,35.4,44.3,23,25.4,0.91,1.6,331,Good
17.1,72.2,46.6,51.7,28.3,0,0.79,3.8,300,Good
28.2,76.3,2.9,11.8,40.2,35.1,1.07,5.6,273,Hazardous
25.2,47.6,9.9,9.2,21.8,0,1.27,1.9,290,Poor
14,25.7,48.3,58.9,5,9.9,0.95,1.4,332,Moderate
16.3,47.7,45.6,64.9,19.9,14.7,0.68,5.6,314,Poor
21.9,65.7,130.2,133.4,50.8,11.5,0.53,2.7,301,Poor
28.9,53.5,3.8,8.1,37,22.1,0.61,8,292,Moderate
24.4,45.5,151,167.5,31.4,8.5,1.01,0.8,308,Good
22.8,74.4,29,39,27.4,18.4,0.39,12.4,276,Good
18.7,65,1.5,18,33.3,18.6,1.22,4.5,286,Moderate
27.6,66.7,9.1,7.7,12.1,22.9,1,2.8,297,Good
25.5,35.9,36.5,44.8,30.6,18.6,1.17,6.6,299,Moderate
28.9,67.2,53.6,60.7,18.1,4.8,0.82,1.9,310,Good
20.1,66.7,32.3,44.5,29.7,5.8,0.56,5.8,309,Moderate
25.5,73,5.9,7.8,12.1,15.5,1.36,5.2,304,Good
17,65.9,4.8,14.1,11.5,19.5,1.04,1.8,310,Moderate
29.7,35.9,51.5,78.2,22.4,8.3,0.93,5.9,316,Moderate
26.1,72.8,136.5,144.6,22.5,2,1.09,0.2,296,Moderate
26.2,46.7,1.5,5.1,3.6,0,1.06,4.4,298,Hazardous
32,65.6,18.5,23.1,25.7,20.7,0.63,2.8,303,Poor
25.2,78.2,7,18.2,52,5.4,0.97,0.1,315,Poor
20.7,70.8,24.6,35.6,29,25.7,0.59,11.6,289,Moderate
13.7,40.3,17,22.9,40.9,20.8,0.95,11.3,291,Good
30.4,51.3,36.2,48,29.4,13.5,1.28,1.2,281,Good
31.1,61.6,53.4,66,30.8,24.3,0.89,6.6,306,Good
22.2,71.7,7.9,18.3,32,9.3,0.69,11.8,286,Good
24.8,71.5,3.2,1.7,19.1,28.1,0.91,2,340,Good
28.8,27.1,38.1,50.7,21.2,20.8,0.87,3.2,302,Good
16.8,59.9,7.7,16.8,16.1,19.2,0.49,4.5,296,Moderate
34.4,65.7,24.2,47.1,18.3,23.9,0.51,8.8,291,Good
25.4,55.7,0.6,10.5,33.2,16.6,0.63,2.6,338,Hazardous
32.5,43.4,68.1,77.4,11.5,26.4,0.81,2,297,Good
21.9,55.2,34.1,48.4,18.7,13.2,1.27,1.8,312,Moderate
37.4,69,4.6,12.6,13.3,7.7,1.12,7.1,322,Good
24.1,49,3.1,13.5,17.8,16.7,1.16,0.2,333,Good
23.4,90,3,15.5,15.9,20.5,0.99,4.2,300,Good
24.7,73.6,1.4,9.3,25.6,2.2,0.72,2,329,Good
25,87.4,83.7,96.9,22.3,5.6,0.56,0.9,285,Moderate
23.7,55.9,0.8,8.5,28.8,13.3,0.63,6,305,Moderate
30.4,78.3,126.5,140.2,31.1,18.5,0.83,1.7,313,Good
15.7,59,25.6,31.5,28.8,10.5,0.57,1.3,281,Moderate
19.9,73,21.6,40.9,8.6,11.5,1.05,5.1,334,Moderate
25.1,65.6,99.3,114.2,23.8,6.9,1.08,3.3,357,Poor
24.8,46.1,9,23.3,18.4,25,1.28,3.7,335,Poor
21.6,64,5.7,15.6,22.4,17.2,1.13,0,297,Good
29.2,65.8,43.6,58.6,27.5,14.7,1.05,6.7,297,Poor
28.7,61.7,30,43.5,11.6,10.2,0.47,5.4,314,Moderate
20.9,37.9,23.3,27.9,3.6,10.5,0.81,2.2,286,Good
23.1,92.7,2,14.9,20.1,15.5,1.04,1,277,Poor
28.9,23.9,2.7,14.3,19.3,28.3,0.63,3.4,301,Poor
33.7,44.3,11.5,19.9,8.6,22.9,1.49,1.1,263,Good
31.9,78.8,15.7,26.7,27.4,11,0.73,3.1,319,Hazardous
36.4,68.2,21,33.3,30.4,12.9,1,0.7,296,Poor
24,63.4,10.4,17.8,26.5,5.9,0.75,20.9,295,Hazardous
24.8,37.3,1.3,18.9,33.2,25,0.75,4.9,275,Poor
32.7,52.9,10,18.8,17.6,14.1,0.52,5.2,287,Good
16.3,53.2,53.7,60,12,7.1,0.86,7.8,316,Good
28.4,52.1,31,35.6,22.5,20.6,1.29,0,330,Moderate
26.4,83,11.6,10.1,21.9,11.1,0.62,3,306,Good
30.5,67.3,33.4,31.8,17,15.9,0.76,0.6,289,Good
16.8,58,57.2,67.7,32.1,27.3,0.83,7.3,287,Good
26.5,58.9,25.4,36.2,26.1,10.4,0.47,10.7,278,Good
17.9,89.2,11.3,25.6,8.5,12.1,0.88,5.5,289,Moderate
21.1,49.2,4.5,13.5,36.8,13,0.81,3.7,293,Moderate
27.8,54.5,4.7,12.9,47.3,6.9,0.71,1,286,Hazardous
23.5,67.7,4.8,8.4,20,9,1.3,4.1,312,Good
23.2,35.4,25.8,26.5,2,20.7,1.13,12.6,283,Hazardous
28.7,56.2,23.9,31.4,11.9,1.2,1.19,3.3,302,Good
26.4,74.3,7.4,20.4,9.7,14,0.9,1.5,307,Good
24.8,70.4,93.8,107.8,22.3,8.6,1.02,7.9,293,Good
35.2,39,28,33.6,6.4,16.7,0.63,2.7,291,Poor
13.4,74.3,28.8,38.7,18,7,0.21,4.7,302,Moderate
20,57.3,92,110.1,4.5,18.6,0.83,4.3,272,Poor
32.2,52.8,1.6,8.1,27.5,18.8,1.05,8.9,305,Good
33.1,69.3,7.7,28.1,31.1,20.5,0.72,8.5,304,Good
31.4,63.8,17.4,28.8,16,26.8,1.12,1.7,297,Good
23.6,51.5,3.7,15.3,9.6,19.7,1.07,6.1,279,Poor
32.3,87.6,2.7,9.5,-4.2,5.5,0.61,12.6,293,Good
23,59.8,10.9,23.4,16.9,5.7,0.65,10.7,281,Good
40.3,61.9,74.8,81.8,25.5,0,1.02,5.4,283,Poor
23,59.2,7.7,24.2,22.4,6.9,1.1,2.3,306,Good
26.3,77.2,36.8,46.2,7.4,12.3,0.91,1.5,312,Good
29,82.2,8.3,18.4,16.7,21.6,1.05,0.3,310,Moderate
24.7,53.4,1,18.4,26.8,7.9,0.86,3.7,314,Good
23.3,45.8,10.8,19.9,22.2,14.6,1.52,0.5,302,Moderate
30.6,40.6,4.3,12.8,34.2,29.6,1.08,6,313,Moderate
27.2,62.9,15.7,26.1,15.8,12.4,1,5.2,296,Poor
22.4,80.4,7.9,19,29,23.4,1.16,11,319,Good
22.5,68.2,40.7,50.9,20.6,17,0.81,3.3,298,Moderate
24.3,56.4,7.7,18.6,33.4,13.7,0.58,2.2,284,Moderate
34.5,61.8,1.7,17.8,11.6,22.1,1.04,2.8,296,Good
15.8,42.6,48.1,64.3,30.6,6.9,1.36,2.1,302,Moderate
24.4,54.3,3.5,15.8,22.2,9.9,0.24,14.3,304,Moderate
31.1,73.9,7.6,25.3,29.5,11.1,0.5,11.2,296,Poor
17.9,51,9.9,14.6,28.6,22.2,0.74,3.5,278,Moderate
25.9,75.8,6.8,17.1,28.7,16.8,0.73,2.1,311,Moderate
33.2,85.7,16.8,21,19,22,0.99,2.8,322,Poor
19.9,77.5,9.2,12.6,20.6,0,0.84,2.4,293,Good
24.1,60.1,10.3,26.8,36.6,38,1.03,0.4,322,Good
27.2,61.6,0.8,10.3,32.3,19.4,0.82,1.8,284,Moderate
24.2,81.9,9.1,30.6,18.6,12,1.33,1.4,302,Moderate
20,64.3,30.9,47.7,23.9,29.4,1.29,1.9,300,Good
25.8,40.8,25.9,37.7,19.2,22.2,1.23,0,301,Poor
30.5,59.6,18.8,29.6,9,15,0.88,7.4,294,Good
32.9,50.4,18.3,29.6,36.2,13.7,0.87,18.3,302,Moderate
32.4,30.9,50.6,63.5,22.2,20.1,0.62,0.1,279,Poor
24.4,80.4,23.4,32,6,10.8,0.68,2.3,289,Good
22.4,52.3,17.3,26.9,16.4,11.6,1.19,11.5,261,Hazardous
24.9,68.2,38.8,58.9,14.6,7.9,0.88,7.2,329,Good
26.3,68.8,11.3,29.7,16.4,4.6,1,0,275,Poor
25,75.6,36.1,48.2,55.2,14.9,0.76,5.9,300,Moderate
25.2,76.2,15,24.4,28.4,7.9,0.93,12.6,341,Moderate
33.9,47.7,2.5,7.4,21.4,8,0.63,4.9,291,Good
24.7,39.4,9.2,16.5,15.6,5.6,1.54,2.7,309,Good
33.1,64.7,27.4,25.4,22.5,10.5,0.57,8.2,259,Poor
25,46.9,47.6,56.8,18.1,10.4,1.11,4.4,296,Good
22.2,36,13.6,23.1,10.1,2.6,1.06,7,311,Moderate
22.7,58.1,109.4,120.4,42.5,18.5,1.14,0.2,282,Poor
21.3,73.8,43,55.3,38.4,8.9,0.46,4.8,318,Moderate
31.8,55.3,48.7,50.4,24.1,18.8,0.74,0.1,288,Moderate
17.4,58.9,8.3,31.5,21.2,17.5,0.27,1.4,289,Good
23.1,53.5,11.2,14.7,29.8,22.2,1.24,6.8,289,Poor
25.2,49.3,21.6,25.7,6.6,19.2,0.84,7.2,291,Moderate
26,66.3,42.1,49.5,39.4,22.6,0.46,6.9,275,Good
30.5,36,0.9,9.5,27.6,24.9,0.91,17.6,304,Hazardous
27,54.5,7.4,12.8,28.4,8.8,1.15,6.7,291,Moderate
31.1,63.1,106.1,116.3,12.8,18.9,0.97,7.6,295,Good
26.7,80.6,2.7,8,13.7,7.7,1.27,11,294,Good
35.4,61,59.1,76.7,22.5,0,0.94,4.5,299,Good
28.5,71.8,17,34.1,28.6,7,0.65,6.2,291,Hazardous
21.2,46,8,22.6,-7.8,14,0.49,6.6,324,Moderate
17.7,68.3,3.1,7.7,33.1,16,0.45,3,342,Moderate
21.1,56.4,54.8,67.2,29,19.3,0.87,6.6,308,Hazardous
22.9,70.8,4.7,7.3,14.5,6.5,1.01,0.6,305,Poor
25.9,63.3,4,19.8,17,20.2,0.55,26.2,292,Good
31.6,56,8.5,19.9,16.2,3.5,1.01,3.2,337,Good
28,82.6,31.4,38.3,6.6,0,1.2,5.9,306,Good
29.9,70.5,38.9,48.3,-5.8,4,1.08,13.9,291,Good
14.6,55.9,45.2,57.9,25.5,12,1.2,1.1,287,Moderate
24.2,63.5,0.6,9.3,22.5,16.4,1.23,9,289,Moderate
29.1,67.8,28.4,33.1,25.1,19.2,0.52,3.4,304,Good
19.6,84.2,5,17.9,28.2,12.9,0.81,2.7,310,Good
25.1,34.9,20.3,27,13.2,24,1.43,4.9,332,Good
19.2,57.8,13.9,29.6,34.8,17.8,1.02,4.3,311,Moderate
22.8,76.8,12.8,23,21,5.1,0.91,0.4,322,Moderate
33,50.4,34.2,57.4,24.2,15.7,0.86,20.6,294,Good
23.7,47.1,6,9.2,11.8,24.4,1.3,4.7,314,Good
23.1,63.8,14.6,27.9,29.2,22.1,0.89,0.2,293,Hazardous
30.5,39.8,1.4,5.6,24.5,0,0.81,10.5,308,Hazardous
23.2,45.8,40.2,49.2,16.1,19.3,1.02,4.1,304,Hazardous
26.2,67.4,27.9,41.8,34.6,22.3,0.78,0.2,308,Moderate
33.9,42.6,5.3,14.2,18.8,14.2,0.81,1.5,289,Good
27.2,77.7,32.8,43.1,14.1,15.8,1.02,0.1,326,Moderate
27.2,13,18.8,29.9,35,19.8,0.82,2.6,297,Hazardous
32.1,57,7.8,10.4,-1.1,0,0.24,25.7,312,Moderate
25.6,57,4.8,19,5.5,29.7,1.39,9,285,Poor
33.5,68.3,16.7,21.3,32.7,0,1.15,1.6,289,Moderate
20.8,72.6,3.3,14.6,11.2,16.1,1.06,2.7,278,Good
27.3,83,0.9,12.2,37,14.9,1.04,1.7,296,Good
33.2,64.2,24.1,34.2,13.3,22.1,1.09,10.9,289,Good
16.5,54.2,23.4,38.9,44.4,20.9,0.79,3.1,312,Hazardous
22.7,65.6,14,22,17.1,28.6,0.65,0.4,281,Poor
31.6,70.3,31.2,38,25.3,18.2,0.47,1.1,312,Poor
16.3,36.7,0,7,5.5,17.3,0.89,4.1,325,Good
21.6,66.8,12,30.2,23.5,12.5,0.79,0.6,278,Moderate
21.2,43.8,13.1,21.4,10.6,16.4,0.91,5.2,288,Good
39.5,75,22.6,31.6,2,14.9,0.71,5.6,292,Poor
25.5,80.2,2.2,4.2,17.1,18.2,0.91,5.4,293,Good
28.8,77.1,26.1,37.8,6.6,23.1,0.96,4.9,301,Poor
26.6,55.6,39.4,43,3.5,11.1,0.76,5.7,297,Good
36.4,87.1,29.6,37.6,21.9,15.3,0.82,2.4,287,Good
23.4,23.3,78.8,93.4,35.8,0,1.09,0.9,337,Good
23.1,58.3,8.4,19.9,3.4,32.2,1.24,1.6,279,Good
20.2,46.7,22.9,29.1,26.2,10.8,1.06,0.2,307,Moderate
13.7,48,20,35,30.6,22.1,1.06,6.8,305,Poor
23.2,59.9,1,5.1,20.5,27,1.18,6,298,Good
25.5,65.5,12.5,25.6,15.1,35.4,0.76,1.4,300,Good
20.9,91.5,8.1,29.4,-2,11,0.96,7.7,299,Poor
20.4,62.7,15.5,26,4.7,22.7,1.25,3.4,277,Good
